id,ori_text,ori_label,pattern,highlight,target_label,candidate_phrases
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",updates about cabinet appointments,audio,"['audio updates about cabinet appointments', 'audio on cabinet appointments', 'audio coverage of cabinet appointments', 'audio briefings on cabinet appointments', 'audio notes about cabinet appointments', 'audio reports on cabinet appointments']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",updates about cabinet appointments,general,"['information about cabinet appointments', 'details on cabinet appointments', 'notes regarding cabinet appointments', 'information about changes in the cabinet', 'details about cabinet appointments', 'clarifications on cabinet appointments']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",updates about cabinet appointments,weather,"['weather updates', 'weather forecast', 'weather conditions', 'weather report', 'current weather', 'weather outlook']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",updates about cabinet appointments,lists,"['lists of cabinet appointments', 'cabinet appointments list', 'roster of cabinet appointments', 'lineup of cabinet appointees', 'catalog of cabinet appointments', 'register of cabinet appointees']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",updates about cabinet appointments,cooking,"['updates about the kitchen menu', 'updates about cooking plans', 'updates about meal prep', 'updates about the recipe lineup', 'updates about culinary developments', ""updates about chef's specials"", 'updates about kitchen innovations']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",updates about cabinet appointments,recommendation,"['recommended cabinet appointments', 'cabinet appointment recommendations', 'my recommended cabinet options', 'your suggested cabinet appointments', 'endorsed cabinet appointments', 'preferred cabinet appointments']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",updates about cabinet appointments,alarm,"['urgent alerts about cabinet appointments', 'emergency updates on cabinet appointments', 'alarm signals about cabinet appointments', 'red-flag notices about cabinet appointments', 'critical alerts regarding cabinet appointments', 'heightened warnings about cabinet appointments']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",updates about cabinet appointments,play,"['playful updates about cabinet shenanigans', 'lighthearted chatter about cabinet happenings', 'fun updates on cabinet reshuffles', 'amusing buzz about cabinet changes', 'whimsical notes on cabinet appointments', 'jovial updates about the cabinet lineup']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",updates about cabinet appointments,qa,"['questions about new trump cabinet appointments', 'inquiries about new trump cabinet appointments', 'clarifications about new trump cabinet appointments', 'FAQs on new trump cabinet appointments', 'any questions regarding new trump cabinet appointments', 'any queries about new trump cabinet appointments']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",updates about cabinet appointments,iot,"['information of interest about cabinet appointments', 'details of interest regarding cabinet appointments', 'items of interest about cabinet appointments', 'points of interest on cabinet appointments', 'topics of interest related to cabinet appointments', 'materials of interest about cabinet appointments']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",updates about cabinet appointments,email,"['email updates on cabinet appointments', 'an email about cabinet appointments', 'emails regarding cabinet appointments', 'email notifications about cabinet appointments', 'an email on cabinet appointments', 'email correspondence about cabinet appointments']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",updates about cabinet appointments,transport,"['updates on transportation logistics', 'updates about travel arrangements', 'updates on transit schedules', 'information on transportation options', 'details on travel routes and arrangements', 'news on transport arrangements']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",updates about cabinet appointments,music,"['musical updates about cabinet appointments', 'melodic updates on cabinet appointments', 'harmonic updates about cabinet appointments', 'rhythmic updates about cabinet appointments', 'tunes about cabinet appointments', 'songs about cabinet appointments']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",updates about cabinet appointments,takeaway,"['the key takeaway on cabinet appointments', 'the main takeaway from cabinet appointments', 'the essential takeaway about cabinet appointments', 'the bottom line on cabinet appointments', 'the takeaway regarding cabinet appointments', 'the core takeaway on cabinet appointments']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",updates about cabinet appointments,social,"['chatter about cabinet appointments', 'buzz about cabinet appointments', 'talk about the latest cabinet picks', 'word around cabinet appointments', 'conversations about cabinet appointments', 'social buzz on cabinet appointments']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",updates about cabinet appointments,datetime,"['dates for cabinet appointments', 'schedule for cabinet appointments', 'timing of cabinet appointments', 'cabinet appointment timeline', 'calendar dates for cabinet appointments', 'expected dates for cabinet appointments']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",updates about cabinet appointments,calendar,"['cabinet appointment calendar', 'cabinet appointment schedule', 'calendar entries for cabinet appointments', 'timeline of cabinet appointments', 'cabinet appointment dates', 'cabinet appointment timetable']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",news about cabinet appointments,audio,"['audio updates on cabinet appointments', 'sound updates about cabinet appointments', 'podcast updates on cabinet appointments', 'audio briefing about cabinet appointments', 'voice note updates on cabinet appointments', 'radio-style briefing on cabinet appointments']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",news about cabinet appointments,general,"['information on cabinet appointments', 'details about cabinet appointments', 'notes on cabinet appointments', 'overview of cabinet appointments', 'information regarding cabinet appointments', 'insights into cabinet appointments']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",news about cabinet appointments,weather,"['weather forecast for cabinet appointments', 'weather outlook on cabinet appointments', 'weather conditions around cabinet appointments', 'weather update regarding cabinet appointments', 'current weather surrounding cabinet appointments', 'weather patterns about cabinet appointments']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",news about cabinet appointments,lists,"['lists of cabinet appointments', 'cabinet appointment lists', 'lists detailing cabinet appointments', 'the lists of cabinet appointments', 'updated lists of cabinet appointments', 'new cabinet appointment lists']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",news about cabinet appointments,cooking,"['updates on the menu', 'the kitchen lineup', 'culinary developments', 'updates on the recipe lineup', 'flavor profile updates', ""the chef's specials lineup""]"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",news about cabinet appointments,recommendation,"['recommendations for cabinet appointments', 'suggestions for cabinet appointments', 'advice on cabinet appointments', 'guidance regarding cabinet appointments', 'proposals for cabinet appointments', 'input on cabinet appointments']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",news about cabinet appointments,alarm,"['urgent updates on cabinet appointments', 'alarm bells about cabinet appointments', 'worrisome developments regarding cabinet appointments', 'red flags about cabinet appointments', 'emergency updates on cabinet appointments', 'critical alerts about cabinet appointments']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",news about cabinet appointments,play,"['playful chatter about cabinet appointments', 'fun gossip about cabinet appointments', 'lighthearted chatter about cabinet appointments', 'playful updates on cabinet appointments', 'spirited rumors about cabinet appointments', 'jaunty buzz about cabinet appointments']"
900,let me know any updates about new trump cabinet appointments,news,"updates about cabinet appointments, news about cabinet appointments, trump cabinet appointments",news about cabinet appointments,qa,"['questions about cabinet appointments', 'inquiries on cabinet appointments', 'clarifications regarding cabinet appointments', 'qa inquiries on cabinet appointments', 'questions related to cabinet appointments', 'queries about cabinet appointments']"
